,Unnamed: 0,Unnamed: 0.1,ID,MR_GOLD,MR_MN,MN,PERM,CYCLES,CAYLEY,N_PERM
346,346,346,346,answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
347,347,347,347,answer capital loc_2 largest_one population_1 state(all),answer capital loc_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2,85
348,348,348,348,answer capital loc_2 largest_one density_1 state(all),answer capital loc_2 state(all) largest_one density_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2,85
349,349,349,349,answer capital loc_2 state loc_1 longest river(all),answer capital loc_2 state loc_1 longest river(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
350,350,350,350,answer capital loc_2 largest_one population_1 state(all),answer capital loc_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2,85
351,351,351,351,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
352,352,352,352,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
353,353,353,353,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
354,354,354,354,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4,274
355,355,355,355,answer smallest_one population_1 city(all),answer city(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
356,356,356,356,answer sum area_1 state(all),answer sum area_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
357,357,357,357,answer sum population_1 state(all),answer sum population_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
358,358,358,358,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
359,359,359,359,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
360,360,360,360,answer elevation_1 placeid(place_name),answer elevation_1 placeid(place_name),1,"[1, 2, 3]",(1) (2) (3),0,1
361,361,361,361,answer elevation_1 highest place loc_2 countryid(country_name),answer elevation_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
362,362,362,362,answer elevation_1 placeid(place_name),answer elevation_1 placeid(place_name),1,"[1, 2, 3]",(1) (2) (3),0,1
363,363,363,363,answer elevation_1 highest mountain loc_2 stateid(state_name),answer elevation_1 highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
364,364,364,364,answer elevation_1 highest place loc_2 countryid(country_name),answer elevation_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
365,365,365,365,answer high_point_1 stateid(state_name),answer high_point_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
366,366,366,366,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
367,367,367,367,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
368,368,368,368,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
369,369,369,369,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
370,370,370,370,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
371,371,371,371,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
372,372,372,372,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
373,373,373,373,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
374,374,374,374,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
375,375,375,375,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
376,376,376,376,answer highest place loc_2 state loc_1 place elevation_2 0,answer highest place loc_2 state loc_1 elevation_2 place 0,0,"[1, 2, 3, 4, 5, 6, 8, 7, 9]","(1) (2) (3) (4) (5) (6) (7, 8) (9)",1,36
377,377,377,377,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
378,378,378,378,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
379,379,379,379,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
380,380,380,380,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
381,381,381,381,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
382,382,382,382,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
383,383,383,383,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
384,384,384,384,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
385,385,385,385,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
386,386,386,386,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
387,387,387,387,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
388,388,388,388,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
389,389,389,389,answer highest place loc_2 smallest state(all),answer highest place loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
390,390,390,390,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0,1
391,391,391,391,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0,1
392,392,392,392,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0,1
393,393,393,393,answer highest place loc_2 most state traverse_1 river(all),answer highest place loc_2 traverse_1 state most river(all),0,"[1, 2, 3, 4, 7, 6, 5, 8]","(1) (2) (3) (4) (5, 7) (6) (8)",1,28
394,394,394,394,answer highest place loc_2 smallest_one population_1 state(all),answer highest place loc_2 state(all) smallest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2,175
395,395,395,395,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
396,396,396,396,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
397,397,397,397,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
398,398,398,398,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
399,399,399,399,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
400,400,400,400,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
401,401,401,401,answer highest place loc_2 largest_one area_1 state(all),answer highest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2,175
402,402,402,402,answer highest place loc_2 smallest_one density_1 state(all),answer highest place loc_2 state(all) smallest_one density_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2,175
403,403,403,403,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
404,404,404,404,answer largest capital(all),answer largest capital(all),1,"[1, 2, 3]",(1) (2) (3),0,1
405,405,405,405,answer largest capital city loc_2 countryid(country_name),answer largest capital city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
406,406,406,406,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
407,407,407,407,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
408,408,408,408,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
409,409,409,409,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
410,410,410,410,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one city loc_2 stateid(state_name) population_1,0,"[1, 2, 4, 5, 6, 3]","(1) (2) (3, 4, 5, 6)",3,225
411,411,411,411,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
412,412,412,412,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
413,413,413,413,answer largest city loc_2 smallest state traverse_1 riverid(river_name),answer largest city loc_2 smallest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
414,414,414,414,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
415,415,415,415,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
416,416,416,416,answer largest city loc_2 smallest state loc_2 countryid(country_name),answer largest city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
417,417,417,417,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
418,418,418,418,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
419,419,419,419,answer largest state traverse_1 riverid(river_name),answer largest state riverid(river_name) traverse_1,0,"[1, 2, 3, 5, 4]","(1) (2) (3) (4, 5)",1,10
420,420,420,420,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
421,421,421,421,answer largest state(all),answer largest state(all),1,"[1, 2, 3]",(1) (2) (3),0,1
422,422,422,422,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
423,423,423,423,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
424,424,424,424,answer largest_one population_1 capital_1 state(all),answer largest_one state(all) capital_1 population_1,0,"[1, 2, 5, 4, 3]","(1) (2) (3, 5) (4)",1,10
425,425,425,425,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
426,426,426,426,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
427,427,427,427,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
428,428,428,428,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
429,429,429,429,answer largest state next_to_2 largest_one population_1 state(all),answer largest state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2,175
430,430,430,430,answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0,1
431,431,431,431,answer largest state traverse_1 riverid(river_name),answer largest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
432,432,432,432,answer smallest_one population_1 state(all),answer smallest_one population_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
433,433,433,433,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0,1
434,434,434,434,"answer len intersection riverid(colorado', river loc_2 stateid(state_name)",answer len intersection riverid(river_name) river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
435,435,435,435,answer len longest river loc_2 countryid(country_name),answer len longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
436,436,436,436,answer len longest river traverse_2 stateid(state_name),answer len longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
437,437,437,437,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0,1
438,438,438,438,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2,85
439,439,439,439,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2,85
440,440,440,440,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2,85
441,441,441,441,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2,85
442,442,442,442,answer longest river(all),answer longest river(all),1,"[1, 2, 3]",(1) (2) (3),0,1
443,443,443,443,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
444,444,444,444,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
445,445,445,445,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
446,446,446,446,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
447,447,447,447,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
448,448,448,448,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
449,449,449,449,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
450,450,450,450,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
451,451,451,451,answer longest river loc_2 largest state(all),answer longest river loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
452,452,452,452,answer longest river loc_2 smallest state loc_2 countryid(country_name),answer longest river loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
453,453,453,453,answer longest river loc_2 state loc_1 highest place(all),answer longest river loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
454,454,454,454,answer longest river loc_2 most state loc_1 major city(all),answer longest river loc_2 state loc_1 most major city(all),0,"[1, 2, 3, 4, 6, 7, 5, 8, 9]","(1) (2) (3) (4) (5, 6, 7) (8) (9)",2,546
455,455,455,455,answer longest river loc_2 state next_to_2 stateid(state_name),answer longest river loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
456,456,456,456,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
457,457,457,457,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
458,458,458,458,answer longest exclude river(all) traverse_2 stateid(state_name),answer longest river(all) exclude traverse_2 stateid(state_name),0,"[1, 2, 4, 3, 5, 6]","(1) (2) (3, 4) (5) (6)",1,15
459,459,459,459,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
460,460,460,460,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
461,461,461,461,answer longest river traverse_2 state next_to_2 most state next_to_2 state(all),answer longest river traverse_2 state next_to_2 state next_to_2 most state(all),0,"[1, 2, 3, 4, 5, 6, 8, 9, 7, 10]","(1) (2) (3) (4) (5) (6) (7, 8, 9) (10)",2,870
462,462,462,462,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
463,463,463,463,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
464,464,464,464,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
465,465,465,465,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
466,466,466,466,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
467,467,467,467,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
468,468,468,468,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
469,469,469,469,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
470,470,470,470,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
471,471,471,471,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
472,472,472,472,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
473,473,473,473,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
474,474,474,474,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
475,475,475,475,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
476,476,476,476,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
477,477,477,477,answer lowest place loc_2 state traverse_1 riverid(river_name),answer lowest place loc_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
478,478,478,478,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
479,479,479,479,answer lowest place loc_2 largest_one area_1 state(all),answer lowest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2,175
480,480,480,480,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
481,481,481,481,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
482,482,482,482,"answer highest place loc_2 cityid(city_name, _)","answer highest place loc_2 cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
483,483,483,483,answer largest_one density_1 state loc_2 countryid(country_name),answer largest_one density_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
484,484,484,484,answer largest_one population_1 capital loc_2 countryid(country_name),answer largest_one population_1 capital loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
485,485,485,485,answer largest_one population_1 state next_to_2 stateid(state_name),answer largest_one population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
486,486,486,486,answer largest_one population_1 city(all),answer largest_one population_1 city(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
487,487,487,487,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
488,488,488,488,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
489,489,489,489,answer largest_one population_1 state(all),answer largest_one population_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
490,490,490,490,answer largest_one population_1 state loc_2 countryid(country_name),answer largest_one population_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
491,491,491,491,answer largest_one population_1 state traverse_1 riverid(river_name),answer largest_one population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
492,492,492,492,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
493,493,493,493,answer count state next_to_2 stateid(state_name),answer count next_to_2 state stateid(state_name),0,"[1, 2, 4, 3, 5]","(1) (2) (3, 4) (5)",1,10
494,494,494,494,"answer density_1 state loc_1 capital cityid(city_name, _)","answer density_1 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
495,495,495,495,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
496,496,496,496,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
497,497,497,497,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
498,498,498,498,answer density_1 largest state(all),answer density_1 largest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
499,499,499,499,answer density_1 smallest state(all),answer density_1 smallest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
500,500,500,500,answer density_1 smallest_one area_1 state(all),answer density_1 state(all) smallest_one area_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2,35
501,501,501,501,answer density_1 smallest_one population_1 state(all),answer density_1 state(all) smallest_one population_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2,35
502,502,502,502,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
503,503,503,503,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
504,504,504,504,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
