,ID,MR_GOLD,MR_MN,MN,PERM
463,463,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
464,464,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
465,465,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
466,466,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
467,467,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
468,468,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
469,469,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
470,470,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
471,471,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
472,472,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
473,473,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
474,474,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
475,475,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
476,476,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
477,477,answer lowest place loc_2 state traverse_1 riverid(river_name),answer lowest place loc_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7]"
478,478,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
479,479,answer lowest place loc_2 largest_one area_1 state(all),answer lowest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]"
480,480,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
481,481,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
482,482,"answer highest place loc_2 cityid(city_name, _)","answer highest place loc_2 cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
483,483,answer largest_one density_1 state loc_2 countryid(country_name),answer largest_one density_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
484,484,answer largest_one population_1 capital loc_2 countryid(country_name),answer largest_one population_1 capital loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
485,485,answer largest_one population_1 state next_to_2 stateid(state_name),answer largest_one population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
486,486,answer largest_one population_1 city(all),answer largest_one population_1 city(all),1,"[1, 2, 3, 4]"
487,487,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
488,488,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
489,489,answer largest_one population_1 state(all),answer largest_one population_1 state(all),1,"[1, 2, 3, 4]"
490,490,answer largest_one population_1 state loc_2 countryid(country_name),answer largest_one population_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
491,491,answer largest_one population_1 state traverse_1 riverid(river_name),answer largest_one population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]"
492,492,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]"
493,493,answer count state next_to_2 stateid(state_name),answer count next_to_2 state stateid(state_name),0,"[1, 2, 4, 3, 5]"
494,494,"answer density_1 state loc_1 capital cityid(city_name, _)","answer density_1 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]"
495,495,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
496,496,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
497,497,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
498,498,answer density_1 largest state(all),answer density_1 largest state(all),1,"[1, 2, 3, 4]"
499,499,answer density_1 smallest state(all),answer density_1 smallest state(all),1,"[1, 2, 3, 4]"
500,500,answer density_1 smallest_one area_1 state(all),answer density_1 state(all) smallest_one area_1,0,"[1, 2, 5, 3, 4]"
501,501,answer density_1 smallest_one population_1 state(all),answer density_1 state(all) smallest_one population_1,0,"[1, 2, 5, 3, 4]"
502,502,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
503,503,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
504,504,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
505,505,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
506,506,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
507,507,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
508,508,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
509,509,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
510,510,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
511,511,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
512,512,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
513,513,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
514,514,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
515,515,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
516,516,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
517,517,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
518,518,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
519,519,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
520,520,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
521,521,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
522,522,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
523,523,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
524,524,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
525,525,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
526,526,"answer population_1 city cityid(city_name, _)","answer population_1 cityid(city_name, _) city",0,"[1, 2, 4, 5, 3]"
527,527,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
528,528,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
529,529,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
530,530,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
531,531,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
532,532,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
533,533,"answer population_1 cityid(seattle, wa","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
534,534,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
535,535,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
536,536,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
537,537,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
538,538,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
539,539,answer population_1 capital loc_2 largest state(all),answer population_1 capital loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]"
540,540,answer population_1 capital loc_2 largest state traverse_1 riverid(river_name),answer population_1 capital loc_2 largest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
541,541,answer population_1 capital loc_2 smallest state(all),answer population_1 capital loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]"
542,542,answer population_1 largest city loc_2 largest_one area_1 state(all),answer population_1 largest city loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]"
543,543,answer population_1 largest state(all),answer population_1 largest state(all),1,"[1, 2, 3, 4]"
544,544,answer population_1 largest state next_to_2 stateid(state_name),answer population_1 largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
545,545,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
546,546,answer smallest population_1 state(all),answer population_1 smallest state(all),0,"[1, 3, 2, 4]"
547,547,answer population_1 most state next_to_2 state(all),answer population_1 state next_to_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
548,548,answer population_1 largest_one density_1 state(all),answer population_1 state(all) largest_one density_1,0,"[1, 2, 5, 3, 4]"
549,549,answer population_1 largest_one area_1 state(all),answer population_1 state(all) largest_one area_1,0,"[1, 2, 5, 3, 4]"
550,550,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
551,551,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
552,552,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
553,553,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]"
554,554,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
555,555,answer shortest river(all),answer shortest river(all),1,"[1, 2, 3]"
556,556,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
557,557,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
558,558,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
559,559,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
560,560,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
561,561,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
562,562,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
563,563,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]"
564,564,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]"
565,565,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]"
566,566,answer size capital loc_2 stateid(state_name),answer size capital loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
567,567,answer size largest state loc_2 countryid(country_name),answer size largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
568,568,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
569,569,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
570,570,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
571,571,answer smallest city loc_2 largest state(all),answer smallest city loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]"
572,572,answer smallest city loc_2 countryid(country_name),answer smallest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
573,573,answer smallest city loc_2 countryid(country_name),answer smallest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
574,574,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
575,575,answer smallest city loc_2 smallest state loc_2 countryid(country_name),answer smallest city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
576,576,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
577,577,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
578,578,answer smallest_one area_1 state(all),answer smallest_one state(all) area_1,0,"[1, 2, 4, 3]"
579,579,answer smallest state loc_2 countryid(country_name),answer smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
580,580,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
581,581,answer smallest most state next_to_2 state(all),answer smallest state next_to_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
582,582,answer smallest state traverse_1 riverid(river_name),answer smallest state riverid(river_name) traverse_1,0,"[1, 2, 3, 5, 4]"
583,583,answer smallest state traverse_1 longest river(all),answer smallest state traverse_1 longest river(all),1,"[1, 2, 3, 4, 5, 6]"
584,584,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
585,585,answer state loc_1 highest place loc_2 countryid(country_name),answer state loc_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]"
586,586,answer largest_one area_1 state(all),answer state(all) largest_one area_1,0,"[1, 4, 2, 3]"
587,587,answer largest_one density_1 state loc_2 countryid(country_name),answer state largest_one density_1 loc_2 countryid(country_name),0,"[1, 4, 2, 3, 5, 6]"
588,588,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
589,589,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]"
590,590,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]"
591,591,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
592,592,answer smallest_one area_1 state(all),answer state(all) smallest_one area_1,0,"[1, 4, 2, 3]"
593,593,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
594,594,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
595,595,answer area_1 countryid(country_name),answer area_1 countryid(country_name),1,"[1, 2, 3]"
596,596,answer sum len river(all),answer sum len river(all),1,"[1, 2, 3, 4]"
597,597,answer sum population_1 state next_to_2 stateid(state_name),answer sum population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
598,598,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]"
599,599,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
600,600,answer major river traverse_2 stateid(state_name),answer major river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
601,601,answer mountain loc_2 stateid(state_name),answer mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
602,602,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
603,603,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
604,604,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
605,605,answer longest river loc_2 countryid(country_name),answer river longest loc_2 countryid(country_name),0,"[1, 3, 2, 4, 5]"
606,606,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
607,607,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
608,608,answer river traverse_2 most state loc_1 city(all),answer river traverse_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]"
609,609,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
610,610,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
611,611,answer river traverse_2 most state next_to_2 state(all),answer river traverse_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]"
612,612,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
613,613,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
614,614,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
615,615,answer river loc_2 state next_to_2 stateid(state_name),answer river loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
616,616,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
617,617,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
618,618,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
619,619,answer exclude river(all) traverse_2 stateid(state_name),answer river(all) exclude traverse_2 stateid(state_name),0,"[1, 3, 2, 4, 5]"
620,620,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
621,621,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
622,622,answer river traverse_2 state next_to_1 stateid(state_name),answer river traverse_2 state stateid(state_name) next_to_1,0,"[1, 2, 3, 4, 6, 5]"
623,623,answer river traverse_2 state next_to_2 largest_one population_1 state(all),answer river traverse_2 state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]"
624,624,answer river traverse_2 largest state(all),answer river traverse_2 largest state(all),1,"[1, 2, 3, 4, 5]"
625,625,answer river traverse_2 largest_one population_1 state(all),answer river traverse_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
626,626,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
627,627,"answer river traverse_2 cityid(city_name, state_name)","answer river traverse_2 cityid(city_name, state_name)",1,"[1, 2, 3, 4, 5]"
628,628,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
629,629,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
630,630,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
631,631,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
632,632,answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
633,633,"answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)","answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
634,634,answer river traverse_2 stateid(west virginia,answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
635,635,answer river traverse_2 most state next_to_2 state(all),answer river traverse_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]"
636,636,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
637,637,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
638,638,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]"
639,639,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
640,640,answer fewest state next_to_2 state(all),answer state next_to_2 fewest state(all),0,"[1, 3, 4, 2, 5]"
641,641,answer fewest state next_to_2 exclude exclude state(all) stateid(state_name) stateid(state_name),answer state next_to_2 fewest state(all) exclude stateid(state_name) exclude stateid(state_name),0,"[1, 3, 4, 2, 7, 5, 8, 6, 9]"
642,642,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]"
643,643,answer state next_to_2 smallest_one population_1 state(all),answer state next_to_2 state(all) smallest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
644,644,answer state loc_1 highest place loc_2 countryid(country_name),answer state loc_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]"
645,645,answer state loc_1 highest place loc_2 state traverse_1 riverid(river_name),answer state loc_1 highest place loc_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 5, 6, 7, 9, 8]"
646,646,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
647,647,answer exclude state(all) loc_1 river(all),answer state(all) loc_1 exclude river(all),0,"[1, 3, 4, 2, 5]"
648,648,"answer state loc_1 capital cityid(city_name, _)","answer state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
649,649,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
650,650,answer state loc_1 largest_one population_1 city(all),answer state loc_1 city(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
651,651,answer state loc_1 largest_one population_1 city(all),answer state loc_1 city(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
652,652,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
653,653,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
654,654,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
655,655,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
656,656,answer largest_one area_1 state(all),answer state(all) largest_one area_1,0,"[1, 4, 2, 3]"
657,657,answer state loc_1 largest capital(all),answer state loc_1 largest capital(all),1,"[1, 2, 3, 4, 5]"
658,658,answer state loc_1 largest city(all),answer state loc_1 largest city(all),1,"[1, 2, 3, 4, 5]"
659,659,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
660,660,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
661,661,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
662,662,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
663,663,answer state loc_1 longest river(all),answer state loc_1 longest river(all),1,"[1, 2, 3, 4, 5]"
664,664,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
665,665,answer most state loc_1 city(all),answer state loc_1 most city(all),0,"[1, 3, 4, 2, 5]"
666,666,answer most state loc_1 major city(all),answer state loc_1 most major city(all),0,"[1, 3, 4, 2, 5, 6]"
667,667,answer most state traverse_1 major river(all),answer state most major river(all) traverse_1,0,"[1, 3, 2, 5, 6, 4]"
668,668,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
669,669,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]"
670,670,answer most state traverse_1 river(all),answer state most river(all) traverse_1,0,"[1, 3, 2, 5, 4]"
671,671,answer state loc_1 shortest river(all),answer state loc_1 shortest river(all),1,"[1, 2, 3, 4, 5]"
672,672,answer smallest_one area_1 state(all),answer state(all) smallest_one area_1,0,"[1, 4, 2, 3]"
673,673,answer state loc_1 smallest capital(all),answer state loc_1 smallest capital(all),1,"[1, 2, 3, 4, 5]"
674,674,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]"
675,675,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
676,676,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]"
677,677,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
678,678,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
679,679,"answer state loc_1 capital cityid(city_name, _)","answer state cityid(city_name, _) capital loc_1",0,"[1, 2, 5, 6, 4, 3]"
680,680,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
681,681,"answer state loc_1 capital cityid(city_name, _)","answer state cityid(city_name, _) capital loc_1",0,"[1, 2, 5, 6, 4, 3]"
682,682,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
683,683,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
684,684,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
685,685,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
686,686,answer largest state(all),answer state(all) largest,0,"[1, 3, 2]"
687,687,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
688,688,answer state most state loc_1 river(all),answer state state loc_1 most river(all),0,"[1, 2, 4, 5, 3, 6]"
689,689,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
690,690,answer largest state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest,0,"[1, 3, 4, 5, 2]"
691,691,answer largest_one population_1 state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1 largest_one population_1,0,"[1, 4, 6, 5, 2, 3]"
692,692,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
693,693,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
694,694,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
695,695,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
696,696,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
697,697,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
698,698,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
