,split,NL,MR,ALIGNMENT
2309,train,i need a flight from chicago to dallas on continental on june fifth,( _lambda $0 e ( _and ( _flight $0 ) ( _airline $0 co:_al ) ( _from $0 chicago:_ci ) ( _to $0 dallas:_ci ) ( _day_number $0 5:_dn ) ( _month $0 june:_mn ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['need', 'e'], ['NULL', '_and'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from'], ['NULL', '$0'], ['chicago', 'chicago:_ci'], ['to', '_to'], ['NULL', '$0'], ['dallas', 'dallas:_ci'], ['on', '_airline'], ['NULL', '$0'], ['continental', 'co:_al'], ['on', '_day_number'], ['NULL', '$0'], ['june', 'june:_mn'], ['fifth', '5:_dn'], ['NULL', '$0']]"
2310,train,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday,( _lambda $0 e ( _lambda $1 e ( _and ( _flight $0 ) ( _airline $0 us:_al ) ( _flight_number $0 1039:_fn ) ( _from $0 denver:_ci ) ( _to $0 pittsburgh:_ci ) ( _day $0 thursday:_da ) ( _= ( _fare $0 ) $1 ) ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_lambda'], ['NULL', '$1'], ['NULL', 'e'], ['NULL', '_and'], ['all', 'NULL'], ['flights', '_flight'], ['and', 'NULL'], ['NULL', '$0'], ['fares', '_fare'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['pittsburgh', 'pittsburgh:_ci'], ['on', '_airline'], ['NULL', '$0'], ['us', 'us:_al'], ['air', 'NULL'], ['NULL', '$0'], ['number', '_flight_number'], ['NULL', '_='], ['1039', '1039:_fn'], ['NULL', '$0'], ['NULL', '$1'], ['on', '_day'], ['a', 'NULL'], ['thursday', 'thursday:_da']]"
2311,train,show me flights from new york to miami,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 new_york:_ci ) ( _to $0 miami:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['me', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['new', 'new_york:_ci'], ['york', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['miami', 'miami:_ci']]"
2312,train,saturday flights from las vegas to montreal,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 las_vegas:_ci ) ( _to $0 montreal:_ci ) ( _day $0 saturday:_da ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['saturday', 'saturday:_da'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['las', 'las_vegas:_ci'], ['vegas', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['NULL', '_day'], ['NULL', '$0'], ['montreal', 'montreal:_ci']]"
2313,train,i'm interested in the cheapest fare from washington to fort worth,( _min $0 ( _exists $1 ( _and ( _from $1 washington:_ci ) ( _to $1 fort_worth:_ci ) ( _= ( _fare $1 ) $0 ) ) ) ),"[[""i'm"", '_min'], ['NULL', '$0'], ['interested', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['in', 'NULL'], ['NULL', '$1'], ['the', 'NULL'], ['cheapest', 'NULL'], ['NULL', '$1'], ['fare', '_fare'], ['from', '_from'], ['washington', 'washington:_ci'], ['NULL', '$1'], ['NULL', '$0'], ['to', '_to'], ['fort', 'fort_worth:_ci'], ['worth', 'NULL']]"
2314,train,i am also interested in a flight that runs from st. louis to las vegas,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 st_louis:_ci ) ( _to $0 las_vegas:_ci ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['am', 'st_louis:_ci'], ['NULL', '_and'], ['also', 'NULL'], ['interested', 'e'], ['in', 'NULL'], ['NULL', '$0'], ['a', 'NULL'], ['flight', '_flight'], ['NULL', '$0'], ['that', 'NULL'], ['runs', 'NULL'], ['from', '_from'], ['st.', 'NULL'], ['louis', 'NULL'], ['to', '_to'], ['las', 'las_vegas:_ci'], ['vegas', 'NULL']]"
2315,train,what is the cheapest fare from denver to pittsburgh,( _min $0 ( _exists $1 ( _and ( _from $1 denver:_ci ) ( _to $1 pittsburgh:_ci ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['what', '_exists'], ['NULL', '$0'], ['is', 'NULL'], ['NULL', '$1'], ['NULL', '_and'], ['the', 'NULL'], ['cheapest', '_min'], ['fare', '_fare'], ['from', '_from'], ['NULL', '$1'], ['denver', 'denver:_ci'], ['NULL', '_='], ['to', '_to'], ['NULL', '$1'], ['NULL', '$0'], ['pittsburgh', 'pittsburgh:_ci']]"
2316,train,are there any airlines that have flights from boston to philadelphia that leave before 630am,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _< ( _departure_time $1 ) 630:_ti ) ( _from $1 boston:_ci ) ( _to $1 philadelphia:_ci ) ( _= ( _airline:_e $1 ) $0 ) ) ) ),"[['are', 'NULL'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['there', 'NULL'], ['any', '_lambda'], ['airlines', '_airline:_e'], ['NULL', '_departure_time'], ['NULL', '$1'], ['that', 'NULL'], ['have', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['boston', 'boston:_ci'], ['NULL', '$1'], ['to', '_to'], ['NULL', '_='], ['philadelphia', 'philadelphia:_ci'], ['NULL', '$1'], ['NULL', '$0'], ['that', '630:_ti'], ['leave', 'NULL'], ['before', '_<'], ['630am', 'NULL']]"
2317,train,what times does the late afternoon flight leave from washington for denver,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _during_day $1 late:_pd ) ( _during_day $1 afternoon:_pd ) ( _from $1 washington:_ci ) ( _to $1 denver:_ci ) ( _= ( _departure_time $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['times', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['does', 'NULL'], ['NULL', '$1'], ['NULL', '_during_day'], ['NULL', '$1'], ['the', 'NULL'], ['late', 'late:_pd'], ['NULL', '$1'], ['afternoon', 'afternoon:_pd'], ['flight', '_flight'], ['NULL', '$1'], ['leave', '_during_day'], ['from', '_from'], ['NULL', '$1'], ['washington', 'washington:_ci'], ['NULL', '_='], ['NULL', '_departure_time'], ['NULL', '$1'], ['NULL', '$0'], ['for', '_to'], ['denver', 'denver:_ci']]"
2318,train,i'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 afternoon:_pd ) ( _from $0 atlanta:_ci ) ( _to $0 denver:_ci ) ( _day_number $0 7:_dn ) ( _month $0 august:_mn ) ( _day_number_arrival $0 7:_dn ) ( _month_arrival $0 august:_mn ) ) ),"[[""i'd"", '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['like', 'NULL'], ['NULL', '$0'], ['a', 'NULL'], ['flight', '_flight'], ['leaving', '_from'], ['atlanta', 'atlanta:_ci'], ['NULL', '$0'], ['august', 'august:_mn'], ['NULL', '_to'], ['NULL', '$0'], ['seventh', '7:_dn'], ['and', 'NULL'], ['NULL', '$0'], ['arriving', '_month_arrival'], ['NULL', '_month'], ['NULL', '$0'], ['in', 'NULL'], ['denver', 'denver:_ci'], ['NULL', '$0'], ['colorado', 'NULL'], ['august', 'august:_mn'], ['seventh', '7:_dn'], ['leaving', '_day_number'], ['in', '_during_day'], ['the', 'NULL'], ['afternoon', 'afternoon:_pd']]"
2319,train,okay show me all the flights to baltimore,( _lambda $0 e ( _and ( _flight $0 ) ( _to $0 baltimore:_ci ) ) ),"[['okay', '_lambda'], ['NULL', '$0'], ['show', 'NULL'], ['NULL', '_and'], ['me', 'NULL'], ['all', 'e'], ['the', 'NULL'], ['flights', '_flight'], ['to', '_to'], ['baltimore', 'baltimore:_ci']]"
2320,train,i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 st_petersburg:_ci ) ( _stop $0 milwaukee:_ci ) ( _to $0 tacoma:_ci ) ( _day $0 friday:_da ) ( _day_number $0 11:_dn ) ( _month $0 june:_mn ) ) ),"[['i', '$0'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['would', '_month'], ['NULL', '$0'], ['like', 'NULL'], ['NULL', '$0'], ['to', 'NULL'], ['NULL', '_stop'], ['NULL', '$0'], ['find', 'NULL'], ['out', '11:_dn'], ['what', '_lambda'], ['flights', '_flight'], ['NULL', '_day'], ['NULL', '$0'], ['there', 'NULL'], ['are', 'NULL'], ['on', '_day_number'], ['friday', 'friday:_da'], ['june', 'june:_mn'], ['eleventh', 'NULL'], ['from', '_from'], ['st.', 'st_petersburg:_ci'], ['petersburg', 'NULL'], ['to', '_to'], ['milwaukee', 'milwaukee:_ci'], ['and', 'NULL'], ['then', 'NULL'], ['from', 'NULL'], ['milwaukee', 'NULL'], ['to', 'NULL'], ['tacoma', 'tacoma:_ci'], ['thank', 'NULL'], ['you', 'NULL']]"
2321,train,what airlines fly from boston to washington,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _from $1 boston:_ci ) ( _to $1 washington:_ci ) ( _= ( _airline:_e $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['airlines', '_airline:_e'], ['fly', '_flight'], ['from', '_from'], ['NULL', '$1'], ['boston', 'boston:_ci'], ['to', '_to'], ['NULL', '$1'], ['washington', 'washington:_ci'], ['NULL', '_=']]"
2322,train,give me the continental flights from chicago to seattle on saturday morning,( _lambda $0 e ( _and ( _flight $0 ) ( _airline $0 co:_al ) ( _during_day $0 morning:_pd ) ( _from $0 chicago:_ci ) ( _to $0 seattle:_ci ) ( _day $0 saturday:_da ) ) ),"[['give', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$0'], ['NULL', '_airline'], ['NULL', '$0'], ['continental', 'co:_al'], ['NULL', '_during_day'], ['NULL', '$0'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['chicago', 'chicago:_ci'], ['to', '_to'], ['NULL', '$0'], ['seattle', 'seattle:_ci'], ['on', '_day'], ['NULL', '$0'], ['saturday', 'saturday:_da'], ['morning', 'morning:_pd']]"
2323,train,what's the cheapest flight from baltimore to dallas on american,( _argmin $0 ( _and ( _flight $0 ) ( _airline $0 aa:_al ) ( _from $0 baltimore:_ci ) ( _to $0 dallas:_ci ) ) ( _fare $0 ) ),"[[""what's"", '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$0'], ['cheapest', '_fare'], ['flight', '_flight'], ['from', '_from'], ['baltimore', 'baltimore:_ci'], ['NULL', '$0'], ['to', '_to'], ['dallas', 'dallas:_ci'], ['on', '_airline'], ['american', 'aa:_al']]"
2324,train,show me all flights from charlotte to columbus,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 charlotte:_ci ) ( _to $0 columbus:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['charlotte', 'charlotte:_ci'], ['to', '_to'], ['NULL', '$0'], ['columbus', 'columbus:_ci']]"
2325,train,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,( _min $0 ( _exists $1 ( _and ( _= ( _fare $1 ) $0 ) ( _from $1 cleveland:_ci ) ( _to $1 miami:_ci ) ( _airline $1 us:_al ) ( _month $1 february:_mn ) ( _day_number $1 24:_dn ) ( _class_type $1 first:_cl ) ) ) ),"[['what', '_exists'], ['NULL', '$0'], ['is', 'NULL'], ['NULL', '$1'], ['NULL', '_and'], ['NULL', '_='], ['the', 'NULL'], ['cheapest', '_min'], ['NULL', '$0'], ['first', 'first:_cl'], ['NULL', '$1'], ['class', '_class_type'], ['fare', '_fare'], ['NULL', '$1'], ['from', '_from'], ['cleveland', 'cleveland:_ci'], ['NULL', '$1'], ['to', '_to'], ['NULL', '_month'], ['NULL', '$1'], ['miami', 'miami:_ci'], ['on', '_airline'], ['NULL', '$1'], ['us', 'us:_al'], ['air', 'NULL'], ['NULL', '$1'], ['on', '_day_number'], ['february', 'february:_mn'], ['twenty', '24:_dn'], ['fourth', 'NULL']]"
2326,train,tell me about flights from indianapolis to houston,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 indianapolis:_ci ) ( _to $0 houston:_ci ) ) ),"[['tell', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['about', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['indianapolis', 'indianapolis:_ci'], ['to', '_to'], ['NULL', '$0'], ['houston', 'houston:_ci']]"
2327,train,list the flights on sunday afternoon from oakland to dallas,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 afternoon:_pd ) ( _from $0 oakland:_ci ) ( _to $0 dallas:_ci ) ( _day $0 sunday:_da ) ) ),"[['list', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['flights', '_flight'], ['NULL', '_during_day'], ['NULL', '$0'], ['on', '_day'], ['sunday', 'sunday:_da'], ['afternoon', 'afternoon:_pd'], ['from', '_from'], ['oakland', 'oakland:_ci'], ['NULL', '$0'], ['to', '_to'], ['dallas', 'dallas:_ci'], ['NULL', '$0']]"
2328,train,i need to fly from baltimore to dallas on tuesday evening,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 evening:_pd ) ( _from $0 baltimore:_ci ) ( _to $0 dallas:_ci ) ( _day $0 tuesday:_da ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['need', 'NULL'], ['NULL', '$0'], ['NULL', '_during_day'], ['NULL', '$0'], ['to', 'NULL'], ['fly', '_flight'], ['NULL', '$0'], ['from', '_from'], ['baltimore', 'baltimore:_ci'], ['NULL', '$0'], ['to', '_to'], ['dallas', 'dallas:_ci'], ['NULL', '$0'], ['on', '_day'], ['tuesday', 'tuesday:_da'], ['evening', 'evening:_pd']]"
2329,train,what is american's schedule of morning flights to atlanta,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _airline $1 aa:_al ) ( _during_day $1 morning:_pd ) ( _to $1 atlanta:_ci ) ( _= ( _departure_time $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['is', 'NULL'], ['NULL', '$1'], ['NULL', '_and'], [""american's"", 'aa:_al'], ['schedule', '_exists'], ['NULL', '_airline'], ['NULL', '$1'], ['of', 'NULL'], ['NULL', '_during_day'], ['NULL', '$1'], ['morning', 'morning:_pd'], ['flights', '_flight'], ['NULL', '$1'], ['to', '_to'], ['NULL', '_='], ['NULL', '_departure_time'], ['NULL', '$1'], ['NULL', '$0'], ['atlanta', 'atlanta:_ci']]"
2330,train,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,( _argmin $0 ( _and ( _flight $0 ) ( _airline $0 ua:_al ) ( _from $0 st_petersburg:_ci ) ( _to $0 milwaukee:_ci ) ( _tomorrow $0 ) ) ( _departure_time $0 ) ),"[['give', '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['me', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['tomorrow', '_tomorrow'], ['on', '_airline'], ['united', 'ua:_al'], ['airlines', 'NULL'], ['NULL', '$0'], ['from', '_from'], ['st.', 'st_petersburg:_ci'], ['NULL', '$0'], ['NULL', '_departure_time'], ['NULL', '$0'], ['petersburg', 'NULL'], ['to', '_to'], ['milwaukee', 'milwaukee:_ci']]"
2331,train,what does hou mean,hou:_ap,"[['what', 'hou:_ap'], ['does', 'NULL'], ['hou', 'NULL'], ['mean', 'NULL']]"
2332,train,round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,( _lambda $0 e ( _exists $1 ( _and ( _round_trip $1 ) ( _or ( _and ( _< ( _fare $1 ) 1000:_do ) ( _from $1 denver:_ci ) ( _to $1 philadelphia:_ci ) ) ( _and ( _< ( _fare $1 ) 1000:_do ) ( _from $1 pittsburgh:_ci ) ( _to $1 philadelphia:_ci ) ) ( _and ( _< ( _fare $1 ) 1000:_do ) ( _from $1 baltimore:_ci ) ( _to $1 philadelphia:_ci ) ) ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['round', '_round_trip'], ['NULL', '$1'], ['NULL', '_or'], ['NULL', '_and'], ['NULL', '_<'], ['NULL', '_fare'], ['NULL', '$1'], ['trip', 'NULL'], ['fares', '_fare'], ['NULL', '$1'], ['from', '_from'], ['baltimore', 'baltimore:_ci'], ['NULL', '$1'], ['to', '_to'], ['NULL', '_and'], ['NULL', '_<'], ['philadelphia', 'philadelphia:_ci'], ['NULL', '$1'], ['less', '1000:_do'], ['than', 'NULL'], ['NULL', '$1'], ['1000', 'NULL'], ['dollars', 'NULL'], ['round', 'NULL'], ['trip', 'NULL'], ['NULL', '_and'], ['NULL', '_<'], ['fares', '_fare'], ['NULL', '$1'], ['from', '_from'], ['denver', 'denver:_ci'], ['NULL', '$1'], ['to', '_to'], ['philadelphia', 'philadelphia:_ci'], ['NULL', '$1'], ['less', '1000:_do'], ['NULL', '_='], ['than', 'NULL'], ['NULL', '$1'], ['NULL', '$0'], ['1000', 'NULL'], ['dollars', 'NULL'], ['round', 'NULL'], ['trip', 'NULL'], ['fares', '_fare'], ['from', '_from'], ['pittsburgh', 'pittsburgh:_ci'], ['to', '_to'], ['philadelphia', 'philadelphia:_ci'], ['less', '1000:_do'], ['than', 'NULL'], ['1000', 'NULL'], ['dollars', 'NULL']]"
2333,train,show me the last flight available in the evening from boston to dc on july twenty first,( _argmax $0 ( _and ( _flight $0 ) ( _during_day $0 evening:_pd ) ( _from $0 boston:_ci ) ( _to $0 washington:_ci ) ( _day_number $0 21:_dn ) ( _month $0 july:_mn ) ) ( _departure_time $0 ) ),"[['show', '_argmax'], ['NULL', '$0'], ['NULL', '_and'], ['me', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['last', 'NULL'], ['flight', '_flight'], ['available', 'NULL'], ['in', '_during_day'], ['the', 'NULL'], ['evening', 'evening:_pd'], ['NULL', '$0'], ['from', '_from'], ['boston', 'boston:_ci'], ['NULL', '$0'], ['to', '_to'], ['NULL', '_month'], ['NULL', '$0'], ['dc', 'washington:_ci'], ['NULL', '_departure_time'], ['NULL', '$0'], ['on', '_day_number'], ['july', 'july:_mn'], ['twenty', '21:_dn'], ['first', 'NULL']]"
2334,train,does delta have an early afternoon flight from boston to san francisco,( _lambda $0 e ( _and ( _flight $0 ) ( _airline $0 dl:_al ) ( _during_day $0 early:_pd ) ( _during_day $0 afternoon:_pd ) ( _from $0 boston:_ci ) ( _to $0 san_francisco:_ci ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['does', '_airline'], ['NULL', '$0'], ['delta', 'dl:_al'], ['NULL', '$0'], ['have', 'NULL'], ['an', '_during_day'], ['NULL', '$0'], ['early', 'early:_pd'], ['NULL', '_during_day'], ['NULL', '$0'], ['afternoon', 'afternoon:_pd'], ['flight', '_flight'], ['NULL', '$0'], ['from', '_from'], ['boston', 'boston:_ci'], ['NULL', '$0'], ['to', '_to'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL']]"
2335,train,what is the fare on november seventh going one way from pittsburgh to philadelphia,( _lambda $0 e ( _exists $1 ( _and ( _oneway $1 ) ( _from $1 pittsburgh:_ci ) ( _to $1 philadelphia:_ci ) ( _day_number $1 7:_dn ) ( _month $1 november:_mn ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$1'], ['the', 'NULL'], ['NULL', '$1'], ['fare', '_fare'], ['on', '_day_number'], ['NULL', '$1'], ['november', 'november:_mn'], ['seventh', '7:_dn'], ['NULL', '$1'], ['going', 'NULL'], ['one', '_oneway'], ['NULL', '$1'], ['way', 'NULL'], ['NULL', '_='], ['from', '_from'], ['NULL', '$1'], ['NULL', '$0'], ['pittsburgh', 'pittsburgh:_ci'], ['to', '_to'], ['philadelphia', 'philadelphia:_ci']]"
2336,train,list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,( _lambda $0 e ( _and ( _flight $0 ) ( _nonstop $0 ) ( _< ( _fare $0 ) 466:_do ) ( _round_trip $0 ) ( _from $0 new_york:_ci ) ( _to $0 miami:_ci ) ( _day $0 tuesday:_da ) ) ),"[['list', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['new', 'new_york:_ci'], ['york', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['NULL', '_round_trip'], ['NULL', '$0'], ['miami', 'miami:_ci'], ['NULL', '$0'], ['on', '_day'], ['a', 'NULL'], ['NULL', '$0'], ['tuesday', 'tuesday:_da'], ['which', '466:_do'], ['NULL', '$0'], ['are', 'NULL'], ['nonstop', '_nonstop'], ['and', '_<'], ['cost', '_fare'], ['less', 'NULL'], ['than', 'NULL'], ['466', 'NULL'], ['dollars', 'NULL']]"
2337,train,i'd like to find a flight from tampa to montreal that makes a stop in new york,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 tampa:_ci ) ( _to $0 montreal:_ci ) ( _stop $0 new_york:_ci ) ) ),"[[""i'd"", '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['like', 'NULL'], ['NULL', '$0'], ['to', 'NULL'], ['find', '$0'], ['a', 'NULL'], ['flight', '_flight'], ['NULL', '$0'], ['from', '_from'], ['tampa', 'tampa:_ci'], ['NULL', '$0'], ['to', '_to'], ['montreal', 'montreal:_ci'], ['that', 'NULL'], ['makes', '_stop'], ['a', 'NULL'], ['stop', 'NULL'], ['in', 'NULL'], ['new', 'new_york:_ci'], ['york', 'NULL']]"
2338,train,give me american airlines flights from milwaukee to phoenix on saturday and on sunday,( _lambda $0 e ( _and ( _flight $0 ) ( _airline $0 aa:_al ) ( _from $0 milwaukee:_ci ) ( _to $0 phoenix:_ci ) ( _or ( _day $0 saturday:_da ) ( _day $0 sunday:_da ) ) ) ),"[['give', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['me', 'NULL'], ['NULL', '$0'], ['american', 'aa:_al'], ['airlines', '_airline'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['milwaukee', 'milwaukee:_ci'], ['to', '_to'], ['NULL', '$0'], ['phoenix', 'phoenix:_ci'], ['on', '_day'], ['saturday', 'saturday:_da'], ['and', '_or'], ['on', '_day'], ['sunday', 'sunday:_da']]"
2339,train,show me the earliest flight on august second from boston to denver that serves a meal,( _argmin $0 ( _and ( _flight $0 ) ( _has_meal $0 ) ( _from $0 boston:_ci ) ( _to $0 denver:_ci ) ( _day_number $0 2:_dn ) ( _month $0 august:_mn ) ) ( _departure_time $0 ) ),"[['show', '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['me', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['NULL', '$0'], ['on', '_day_number'], ['august', 'august:_mn'], ['NULL', '$0'], ['second', '2:_dn'], ['from', '_from'], ['NULL', '$0'], ['boston', 'boston:_ci'], ['NULL', '_month'], ['NULL', '$0'], ['to', '_to'], ['NULL', '_departure_time'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['that', '_has_meal'], ['serves', 'NULL'], ['a', 'NULL'], ['meal', 'NULL']]"
2340,train,what is the cheapest flight from denver to pittsburgh,( _argmin $0 ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 pittsburgh:_ci ) ) ( _fare $0 ) ),"[['what', '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['NULL', '$0'], ['cheapest', '_fare'], ['flight', '_flight'], ['NULL', '$0'], ['from', '_from'], ['denver', 'denver:_ci'], ['NULL', '$0'], ['to', '_to'], ['pittsburgh', 'pittsburgh:_ci']]"
2341,train,what flights from atlanta to toronto,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 atlanta:_ci ) ( _to $0 toronto:_ci ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['atlanta', 'atlanta:_ci'], ['to', '_to'], ['NULL', '$0'], ['toronto', 'toronto:_ci']]"
2342,train,i'd like to know the shortest trip between boston and san francisco,( _argmin $0 ( _and ( _from $0 boston:_ci ) ( _to $0 san_francisco:_ci ) ) ( _time_elapsed $0 ) ),"[[""i'd"", '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['like', 'NULL'], ['NULL', '$0'], ['to', 'NULL'], ['know', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['shortest', '_time_elapsed'], ['NULL', '$0'], ['trip', 'NULL'], ['between', '_from'], ['boston', 'boston:_ci'], ['and', '_to'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL']]"
2343,train,okay i would like to fly from atlanta to philadelphia,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 atlanta:_ci ) ( _to $0 philadelphia:_ci ) ) ),"[['okay', '_lambda'], ['NULL', '$0'], ['i', 'NULL'], ['NULL', '_and'], ['would', 'e'], ['NULL', '$0'], ['like', 'NULL'], ['NULL', '$0'], ['to', 'NULL'], ['fly', '_flight'], ['NULL', '$0'], ['from', '_from'], ['atlanta', 'atlanta:_ci'], ['to', '_to'], ['philadelphia', 'philadelphia:_ci']]"
2344,train,i need a flight from pittsburgh to new york departing after 5pm,( _lambda $0 e ( _and ( _flight $0 ) ( _> ( _departure_time $0 ) 1700:_ti ) ( _from $0 pittsburgh:_ci ) ( _to $0 new_york:_ci ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['need', 'e'], ['NULL', '_and'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from'], ['pittsburgh', 'pittsburgh:_ci'], ['NULL', '$0'], ['to', '_to'], ['new', 'new_york:_ci'], ['NULL', '$0'], ['york', 'NULL'], ['departing', '_departure_time'], ['NULL', '$0'], ['after', '_>'], ['5pm', '1700:_ti']]"
2345,train,which airlines fly from boston to san francisco,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _from $1 boston:_ci ) ( _to $1 san_francisco:_ci ) ( _= ( _airline:_e $1 ) $0 ) ) ) ),"[['which', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['airlines', '_airline:_e'], ['fly', '_flight'], ['from', '_from'], ['NULL', '$1'], ['boston', 'boston:_ci'], ['to', '_to'], ['NULL', '$1'], ['san', 'san_francisco:_ci'], ['NULL', '_='], ['francisco', 'NULL'], ['NULL', '$1'], ['NULL', '$0']]"
