,split,NL,MR,ALIGNMENT
2624,train,what is the least expensive one way fare from boston to san francisco,"answer(_min(_fare(_oneway(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)))))))","[['what', 'answer'], ['is', '_min'], ['the', 'NULL'], ['least', 'NULL'], ['NULL', 'intersection'], ['expensive', 'NULL'], ['one', '_oneway'], ['way', 'NULL'], ['fare', '_fare'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2625,train,listing of all first class flights from washington to san francisco,"answer(_flight(intersection(_class_type_2(class_description(first)),_from_2(city_name(washington)),_to_2(city_name(san_francisco)))))","[['listing', 'answer'], ['of', 'NULL'], ['NULL', 'intersection'], ['NULL', '_class_type_2'], ['all', 'NULL'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['from', '_from_2'], ['washington', 'city_name(washington)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2626,train,okay i'm looking for a flight from tampa to st. louis leaving before 10am any day,"answer(_flight(intersection(_<_departure_time_2(time(1000)),_from_2(city_name(tampa)),_to_2(city_name(st_louis)))))","[['okay', 'answer'], [""i'm"", 'NULL'], ['NULL', 'intersection'], ['looking', 'NULL'], ['for', 'NULL'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['tampa', 'city_name(tampa)'], ['to', '_to_2'], ['st.', 'city_name(st_louis)'], ['louis', 'NULL'], ['leaving', 'time'], ['before', '_<_departure_time_2'], ['10am', '1000'], ['any', 'NULL'], ['day', 'NULL']]"
2627,train,please list all flights on united airlines out of denver before noon,"answer(_flight(intersection(_airline_2(airline_code(ua)),_<_departure_time_2(time(1200)),_from_2(city_name(denver)))))","[['please', 'answer'], ['list', 'NULL'], ['NULL', 'intersection'], ['all', 'NULL'], ['flights', '_flight'], ['on', '_airline_2'], ['NULL', 'time'], ['united', 'airline_code(ua)'], ['airlines', 'NULL'], ['out', '_from_2'], ['of', 'NULL'], ['denver', 'city_name(denver)'], ['before', '_<_departure_time_2'], ['noon', '1200']]"
2628,train,what are the afternoon flights for denver to san francisco,"answer(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(denver)),_to_2(city_name(san_francisco)))))","[['what', 'answer'], ['are', 'NULL'], ['NULL', 'intersection'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['the', 'NULL'], ['afternoon', 'afternoon'], ['flights', '_flight'], ['for', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2629,train,i'd like the cheapest one way fare from boston to san francisco,"answer(_min(_fare(_oneway(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)))))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['the', 'NULL'], ['cheapest', '_min'], ['NULL', 'intersection'], ['one', '_oneway'], ['way', 'NULL'], ['fare', '_fare'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2630,train,afternoon flight from denver to san francisco,"answer(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(denver)),_to_2(city_name(san_francisco)))))","[['NULL', 'answer'], ['afternoon', 'afternoon'], ['flight', '_flight'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2631,train,find the cheapest flight from denver to atlanta with a stopover in pittsburgh,"answer(argmin_fare(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(atlanta)),_stop_2(city_name(pittsburgh))))))","[['NULL', 'answer'], ['find', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['with', '_stop_2'], ['a', 'NULL'], ['stopover', 'NULL'], ['in', 'NULL'], ['pittsburgh', 'city_name(pittsburgh)']]"
2632,train,what are the afternoon flights from denver to san francisco,"answer(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(denver)),_to_2(city_name(san_francisco)))))","[['what', 'answer'], ['are', 'NULL'], ['NULL', 'intersection'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['the', 'NULL'], ['afternoon', 'afternoon'], ['flights', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2633,train,can you tell me the flights that go from boston to atlanta sometime after 5pm,"answer(_flight(intersection(_>_departure_time_2(time(1700)),_from_2(city_name(boston)),_to_2(city_name(atlanta)))))","[['can', 'intersection'], ['you', 'NULL'], ['tell', 'answer'], ['me', 'NULL'], ['NULL', 'time'], ['the', 'NULL'], ['flights', '_flight'], ['that', 'NULL'], ['go', 'NULL'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['sometime', '1700'], ['after', '_>_departure_time_2'], ['5pm', 'NULL']]"
2634,train,do you fly a 747 from baltimore to san francisco,"answer(_flight(intersection(_aircraft_2(aircraft_code(747)),_from_2(city_name(baltimore)),_to_2(city_name(san_francisco)))))","[['do', 'answer'], ['you', 'NULL'], ['fly', '_flight'], ['a', '_aircraft_2'], ['747', 'aircraft_code(747)'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2635,train,what's the cheapest round trip fare between boston and washington,"answer(_min(_fare(_round_trip(intersection(_from_2(city_name(boston)),_to_2(city_name(washington)))))))","[[""what's"", 'answer'], ['the', 'NULL'], ['cheapest', '_min'], ['round', '_round_trip'], ['NULL', 'intersection'], ['trip', 'NULL'], ['fare', '_fare'], ['between', '_from_2'], ['boston', 'city_name(boston)'], ['and', '_to_2'], ['washington', 'city_name(washington)']]"
2636,train,how many airlines have flights with service class yn,"answer(count(intersection(_airline_1(_flight(_fare_basis_code_2(fare_basis_code(yn)))),_airline(all))))","[['how', 'answer'], ['many', 'count'], ['NULL', 'intersection'], ['airlines', '_airline_1'], ['have', 'NULL'], ['flights', '_flight'], ['with', '_fare_basis_code_2(fare_basis_code)'], ['NULL', '_airline(all)'], ['service', 'yn'], ['class', 'NULL'], ['yn', 'NULL']]"
2637,train,which airlines have first class flights today,answer(_airline_1(_flight(_today(_class_type_2(class_description(first)))))),"[['which', 'answer'], ['airlines', '_airline_1'], ['have', 'NULL'], ['first', 'first'], ['NULL', '_class_type_2'], ['class', 'class_description'], ['flights', '_flight'], ['today', '_today']]"
2638,train,show me prices of flights from baltimore to dallas,"answer(_fare(_flight(intersection(_from_2(city_name(baltimore)),_to_2(city_name(dallas))))))","[['show', 'answer'], ['me', 'NULL'], ['prices', '_fare'], ['NULL', 'intersection'], ['of', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
2639,train,show me non first class flights from baltimore to dallas,"answer(_flight(intersection(not(_class_type_2(class_description(first))),_from_2(city_name(baltimore)),_to_2(city_name(dallas)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['non', 'not'], ['NULL', '_class_type_2'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
2640,train,show me all flights from pittsburgh to baltimore tomorrow which serve a meal,"answer(_flight(_tomorrow(_has_meal(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(baltimore)))))))","[['show', 'answer'], ['me', 'NULL'], ['all', 'NULL'], ['flights', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)'], ['tomorrow', '_tomorrow'], ['which', '_has_meal'], ['serve', 'NULL'], ['a', 'NULL'], ['meal', 'NULL']]"
2641,train,what's the lowest round trip fare from denver to pittsburgh,"answer(_min(_fare(_round_trip(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh)))))))","[[""what's"", 'answer'], ['the', 'NULL'], ['lowest', '_min'], ['round', '_round_trip'], ['NULL', 'intersection'], ['trip', 'NULL'], ['fare', '_fare'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)']]"
2642,train,flights and fares from denver to oakland,"answer(_flight_fare(intersection(_from_2(city_name(denver)),_to_2(city_name(oakland)))))","[['NULL', 'answer'], ['flights', '_flight_fare'], ['NULL', 'intersection'], ['and', 'NULL'], ['fares', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)']]"
2643,train,show me the flights from salt lake city to st. petersburg on wednesday,"answer(_flight(intersection(_from_2(city_name(salt_lake_city)),_to_2(city_name(st_petersburg)),_day_2(day(wednesday)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['salt', 'city_name(salt_lake_city)'], ['lake', 'NULL'], ['NULL', 'day'], ['city', 'NULL'], ['to', '_to_2'], ['st.', 'city_name(st_petersburg)'], ['petersburg', 'NULL'], ['on', '_day_2'], ['wednesday', 'wednesday']]"
2644,train,what are the prices of the flights from dallas to baltimore,"answer(_fare(_flight(intersection(_from_2(city_name(dallas)),_to_2(city_name(baltimore))))))","[['what', 'answer'], ['are', 'NULL'], ['the', 'NULL'], ['prices', '_fare'], ['of', 'NULL'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
2645,train,show me the latest nonstop flight from denver to washington dc,"answer(argmax_departure_time(_flight(_nonstop(intersection(_from_2(city_name(denver)),_to_2(city_name(washington)))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['latest', 'argmax_departure_time'], ['NULL', 'intersection'], ['nonstop', '_nonstop'], ['flight', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['washington', 'city_name(washington)'], ['dc', 'NULL']]"
2646,train,which airlines have first class flights today,answer(_airline_1(_flight(_today(_class_type_2(class_description(first)))))),"[['which', 'answer'], ['airlines', '_airline_1'], ['have', 'NULL'], ['first', 'first'], ['NULL', '_class_type_2'], ['class', 'class_description'], ['flights', '_flight'], ['today', '_today']]"
2647,train,i'm looking for flights from oakland to atlanta leaving before 1045am,"answer(_flight(intersection(_<_departure_time_2(time(1045)),_from_2(city_name(oakland)),_to_2(city_name(atlanta)))))","[[""i'm"", 'answer'], ['looking', '1045'], ['NULL', 'intersection'], ['for', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['oakland', 'city_name(oakland)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['leaving', 'time'], ['before', '_<_departure_time_2'], ['1045am', 'NULL']]"
2648,train,i want to travel from pittsburgh to oakland around midnight could you give me the flights,"answer(_flight(intersection(_approx_departure_time_2(time(0)),_from_2(city_name(pittsburgh)),_to_2(city_name(oakland)))))","[['i', 'answer'], ['want', 'NULL'], ['NULL', 'intersection'], ['to', 'NULL'], ['NULL', 'time'], ['travel', '0'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)'], ['around', '_approx_departure_time_2'], ['midnight', 'NULL'], ['could', 'NULL'], ['you', 'NULL'], ['give', 'NULL'], ['me', 'NULL'], ['the', 'NULL'], ['flights', '_flight']]"
2649,train,show me all the flights arriving around noon in washington dc from denver,"answer(_flight(intersection(_approx_arrival_time_2(time(1200)),_from_2(city_name(denver)),_to_2(city_name(washington)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['all', 'NULL'], ['NULL', 'time'], ['the', 'NULL'], ['flights', '_flight'], ['arriving', '_approx_arrival_time_2'], ['around', 'NULL'], ['noon', '1200'], ['in', '_to_2'], ['washington', 'city_name(washington)'], ['dc', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)']]"
2650,train,i want to find the first flight from baltimore to boston that serves a meal,"answer(argmin_departure_time(_flight(_has_meal(intersection(_from_2(city_name(baltimore)),_to_2(city_name(boston)))))))","[['i', 'answer'], ['want', 'NULL'], ['to', 'NULL'], ['find', 'argmin_departure_time'], ['NULL', 'intersection'], ['the', 'NULL'], ['first', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['that', '_has_meal'], ['serves', 'NULL'], ['a', 'NULL'], ['meal', 'NULL']]"
2651,train,what is the cheapest fare from dallas to denver on delta,"answer(_min(_fare(intersection(_airline_2(airline_code(dl)),_from_2(city_name(dallas)),_to_2(city_name(denver))))))","[['what', 'answer'], ['is', '_min'], ['the', 'NULL'], ['cheapest', 'NULL'], ['fare', '_fare'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['denver', 'city_name(denver)'], ['on', '_airline_2'], ['delta', 'airline_code(dl)']]"
2652,train,how many first class flights does united airlines have departing from boston today,"answer(count(_flight(_today(intersection(_airline_2(airline_code(ua)),_class_type_2(class_description(first)),_from_2(city_name(boston)))))))","[['how', 'answer'], ['many', 'count'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['does', '_airline_2'], ['united', 'airline_code(ua)'], ['NULL', '_class_type_2'], ['airlines', 'NULL'], ['have', 'NULL'], ['departing', '_today'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['today', 'NULL']]"
2653,train,what is the earliest flight from boston to bwi that serves a snack,"answer(argmin_departure_time(_flight(intersection(_meal_2(meal_description(snack)),_from_2(city_name(boston)),_to_2(airport_code(bwi))))))","[['what', 'answer'], ['is', 'argmin_departure_time'], ['the', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['bwi', 'airport_code(bwi)'], ['that', 'meal_description'], ['serves', '_meal_2'], ['a', 'NULL'], ['snack', 'snack']]"
2654,train,when is the earliest flight from boston to denver,"answer(_departure_time(argmin_departure_time(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(denver)))))))","[['NULL', 'answer'], ['when', '_departure_time'], ['is', 'argmin_departure_time'], ['the', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['denver', 'city_name(denver)']]"
2655,train,and flights leaving from atlanta to oakland leaving after 5pm,"answer(_flight(intersection(_>_departure_time_2(time(1700)),_from_2(city_name(atlanta)),_to_2(city_name(oakland)))))","[['NULL', 'answer'], ['and', 'time'], ['flights', '_flight'], ['leaving', 'NULL'], ['from', '_from_2'], ['atlanta', 'city_name(atlanta)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)'], ['leaving', 'NULL'], ['after', '_>_departure_time_2'], ['5pm', '1700']]"
2656,train,which airlines fly from bwi to dallas fort worth,"answer(_airline_1(_flight(intersection(_from_2(airport_code(bwi)),_to_2(city_name(dallas))))))","[['which', 'answer'], ['airlines', '_airline_1'], ['fly', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['bwi', 'airport_code(bwi)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)'], ['fort', 'NULL'], ['worth', 'NULL']]"
2657,train,list all nonstop flights on sunday from tampa to charlotte,"answer(_flight(_nonstop(intersection(_from_2(city_name(tampa)),_to_2(city_name(charlotte)),_day_2(day(sunday))))))","[['list', 'answer'], ['all', 'NULL'], ['nonstop', '_nonstop'], ['NULL', 'intersection'], ['flights', '_flight'], ['on', '_day_2'], ['sunday', 'sunday'], ['from', '_from_2'], ['tampa', 'city_name(tampa)'], ['NULL', 'day'], ['to', '_to_2'], ['charlotte', 'city_name(charlotte)']]"
2658,train,i would like to fly from salt lake city back to st. petersburg on wednesday,"answer(_flight(intersection(_from_2(city_name(salt_lake_city)),_to_2(city_name(st_petersburg)),_day_2(day(wednesday)))))","[['i', 'answer'], ['would', 'NULL'], ['NULL', 'intersection'], ['like', 'NULL'], ['to', 'NULL'], ['fly', '_flight'], ['from', '_from_2'], ['salt', 'city_name(salt_lake_city)'], ['NULL', 'day'], ['lake', 'NULL'], ['city', 'NULL'], ['back', 'NULL'], ['to', '_to_2'], ['st.', 'city_name(st_petersburg)'], ['petersburg', 'NULL'], ['on', '_day_2'], ['wednesday', 'wednesday']]"
2659,train,what flights go from san francisco to washington via indianapolis,"answer(_flight(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(washington)),_stop_2(city_name(indianapolis)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['go', 'NULL'], ['from', '_from_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['to', '_to_2'], ['washington', 'city_name(washington)'], ['via', '_stop_2'], ['indianapolis', 'city_name(indianapolis)']]"
2660,train,what are all flights from san francisco to philadelphia with stops in pittsburgh,"answer(_flight(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(philadelphia)),_stop_2(city_name(pittsburgh)))))","[['what', 'answer'], ['are', 'NULL'], ['NULL', 'intersection'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['with', '_stop_2'], ['stops', 'NULL'], ['in', 'NULL'], ['pittsburgh', 'city_name(pittsburgh)']]"
2661,train,show fares and flights from denver to oakland,"answer(_flight_fare(intersection(_from_2(city_name(denver)),_to_2(city_name(oakland)))))","[['show', 'answer'], ['fares', '_flight_fare'], ['NULL', 'intersection'], ['and', 'NULL'], ['flights', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)']]"
2662,train,show me all the prices of flights from baltimore to dallas,"answer(_fare(_flight(intersection(_from_2(city_name(baltimore)),_to_2(city_name(dallas))))))","[['show', 'answer'], ['me', 'NULL'], ['all', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['prices', '_fare'], ['of', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
2663,train,list all flights from seattle on continental which depart after 430pm,"answer(_flight(intersection(_airline_2(airline_code(co)),_>_departure_time_2(time(1630)),_from_2(city_name(seattle)))))","[['list', 'answer'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['seattle', 'city_name(seattle)'], ['on', '_airline_2'], ['NULL', 'time'], ['continental', 'airline_code(co)'], ['which', '1630'], ['depart', 'NULL'], ['after', '_>_departure_time_2'], ['430pm', 'NULL']]"
2664,train,i'd like to see flights from baltimore to atlanta that arrive before noon,"answer(_flight(intersection(_<_arrival_time_2(time(1200)),_from_2(city_name(baltimore)),_to_2(city_name(atlanta)))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['NULL', 'intersection'], ['to', 'NULL'], ['see', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['that', 'time'], ['arrive', '_<_arrival_time_2'], ['before', 'NULL'], ['noon', '1200']]"
2665,train,do you have the fare for traveling from oakland airport to oakland downtown,"answer(_ground_fare(intersection(_to_city_2(city_name(oakland)),_from_airport_2(airport_code(oak)))))","[['do', 'answer'], ['NULL', '_ground_fare'], ['NULL', 'intersection'], ['NULL', '_to_city_2'], ['you', 'NULL'], ['have', 'NULL'], ['the', 'NULL'], ['fare', 'airport_code(oak)'], ['for', 'NULL'], ['traveling', 'NULL'], ['from', '_from_airport_2'], ['oakland', 'NULL'], ['airport', 'NULL'], ['to', 'NULL'], ['oakland', 'city_name(oakland)'], ['downtown', 'NULL']]"
2666,train,what is the first flight from boston to stapleton airport for tomorrow,"answer(argmin_departure_time(_flight(_tomorrow(intersection(_from_2(city_name(boston)),_to_2(airport_code(stapelton)))))))","[['what', 'answer'], ['is', 'argmin_departure_time'], ['the', 'NULL'], ['first', 'NULL'], ['NULL', 'intersection'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['stapleton', 'airport_code(stapelton)'], ['airport', 'NULL'], ['for', 'NULL'], ['tomorrow', '_tomorrow']]"
2667,train,show me the air fare for the flights from baltimore to dallas,"answer(_fare(_flight(intersection(_from_2(city_name(baltimore)),_to_2(city_name(dallas))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['air', '_fare'], ['fare', 'NULL'], ['for', 'NULL'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
2668,train,please list the afternoon flights from charlotte to minneapolis,"answer(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(charlotte)),_to_2(city_name(minneapolis)))))","[['please', 'answer'], ['list', 'NULL'], ['NULL', 'intersection'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['the', 'NULL'], ['afternoon', 'afternoon'], ['flights', '_flight'], ['from', '_from_2'], ['charlotte', 'city_name(charlotte)'], ['to', '_to_2'], ['minneapolis', 'city_name(minneapolis)']]"
2669,train,what flights depart baltimore and arrive by 8pm friday in san francisco,"answer(_flight(intersection(_from_2(city_name(baltimore)),_to_2(city_name(san_francisco)),_day_arrival_2(day(friday)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['depart', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['and', 'NULL'], ['arrive', '_day_arrival_2'], ['by', 'NULL'], ['NULL', 'day'], ['8pm', 'NULL'], ['friday', 'friday'], ['in', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
2670,train,how many passengers can a boeing 737 hold,"answer(_capacity(_aircraft(intersection(_manufacturer_2(manufacturer(boeing)),_aircraft_basis_type_2(basis_type(737))))))","[['how', 'answer'], ['many', '_capacity'], ['passengers', '_aircraft'], ['NULL', 'intersection'], ['can', '_aircraft_basis_type_2'], ['a', '_manufacturer_2'], ['NULL', 'boeing'], ['boeing', 'NULL'], ['NULL', 'basis_type'], ['737', 'NULL'], ['hold', '737']]"
2671,train,show me economy fares from dallas to baltimore,"answer(_fare(_economy(intersection(_from_2(city_name(dallas)),_to_2(city_name(baltimore))))))","[['show', 'answer'], ['me', 'NULL'], ['economy', '_economy'], ['NULL', 'intersection'], ['fares', '_fare'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
2672,train,okay i need to see economy flights on united between dallas and baltimore,"answer(_flight(_economy(intersection(_airline_2(airline_code(ua)),_from_2(city_name(dallas)),_to_2(city_name(baltimore))))))","[['okay', 'answer'], ['i', 'NULL'], ['need', 'NULL'], ['NULL', 'intersection'], ['to', 'NULL'], ['see', '_economy'], ['economy', 'NULL'], ['flights', '_flight'], ['on', '_airline_2'], ['united', 'airline_code(ua)'], ['between', '_from_2'], ['dallas', 'city_name(dallas)'], ['and', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
2673,train,can you list all flights from chicago to st. louis that depart after 12 noon,"answer(_flight(intersection(_>_departure_time_2(time(1200)),_from_2(city_name(chicago)),_to_2(city_name(st_louis)))))","[['can', 'answer'], ['you', 'NULL'], ['NULL', 'intersection'], ['list', 'NULL'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['chicago', 'city_name(chicago)'], ['to', '_to_2'], ['st.', 'city_name(st_louis)'], ['louis', 'NULL'], ['that', 'NULL'], ['depart', 'time'], ['after', '_>_departure_time_2'], ['12', '1200'], ['noon', 'NULL']]"
2674,train,show me all prices of economy from baltimore to dallas,"answer(_fare(_economy(intersection(_from_2(city_name(baltimore)),_to_2(city_name(dallas))))))","[['show', 'answer'], ['me', 'NULL'], ['all', 'NULL'], ['prices', '_fare'], ['of', 'NULL'], ['economy', '_economy'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
2675,train,what is the seating capacity of a boeing 767,"answer(_capacity(_aircraft(intersection(_manufacturer_2(manufacturer(boeing)),_aircraft_basis_type_2(basis_type(767))))))","[['what', 'answer'], ['is', '_capacity'], ['the', 'NULL'], ['seating', '_aircraft'], ['capacity', 'NULL'], ['NULL', 'manufacturer'], ['NULL', 'boeing'], ['of', 'NULL'], ['NULL', 'basis_type'], ['a', '_aircraft_basis_type_2'], ['boeing', '_manufacturer_2'], ['767', '767']]"
2676,train,flights from cincinnati to dallas departing after 718am,"answer(_flight(intersection(_>_departure_time_2(time(718)),_from_2(city_name(cincinnati)),_to_2(city_name(dallas)))))","[['NULL', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['NULL', 'time'], ['cincinnati', 'city_name(cincinnati)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)'], ['departing', '718'], ['after', '_>_departure_time_2'], ['718am', 'NULL']]"
2677,train,what's the lowest round trip fare from atlanta to pittsburgh,"answer(_min(_fare(_round_trip(intersection(_from_2(city_name(atlanta)),_to_2(city_name(pittsburgh)))))))","[[""what's"", 'answer'], ['the', 'NULL'], ['lowest', '_min'], ['round', '_round_trip'], ['NULL', 'intersection'], ['trip', 'NULL'], ['fare', '_fare'], ['from', '_from_2'], ['atlanta', 'city_name(atlanta)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)']]"
2678,train,what flights leave boston and arrive in philadelphia before 7am,"answer(_flight(intersection(_<_arrival_time_2(time(700)),_from_2(city_name(boston)),_to_2(city_name(philadelphia)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['leave', '_from_2'], ['boston', 'city_name(boston)'], ['and', '_to_2'], ['arrive', '_<_arrival_time_2'], ['in', 'time'], ['philadelphia', 'city_name(philadelphia)'], ['before', 'NULL'], ['7am', '700']]"
2679,train,show me all flights from pittsburgh to oakland that arrive after 10am,"answer(_flight(intersection(_>_arrival_time_2(time(1000)),_from_2(city_name(pittsburgh)),_to_2(city_name(oakland)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)'], ['that', 'time'], ['arrive', '_>_arrival_time_2'], ['after', 'NULL'], ['10am', '1000']]"
2680,train,show me the cheapest fares from miami to new york leaving on a sunday,"answer(_min(_fare(intersection(_from_2(city_name(miami)),_to_2(city_name(new_york)),_day_2(day(sunday))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['cheapest', '_min'], ['fares', '_fare'], ['from', '_from_2'], ['miami', 'city_name(miami)'], ['to', '_to_2'], ['new', 'city_name(new_york)'], ['NULL', 'day'], ['york', 'NULL'], ['leaving', 'NULL'], ['on', '_day_2'], ['a', 'NULL'], ['sunday', 'sunday']]"
