,Unnamed: 0,ID,MR_GOLD,MR_MN,MN,PERM,CYCLES,CAYLEY
364,364,364,answer elevation_1 highest place loc_2 countryid(country_name),answer elevation_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
365,365,365,answer high_point_1 stateid(state_name),answer high_point_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
366,366,366,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
367,367,367,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
368,368,368,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
369,369,369,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
370,370,370,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
371,371,371,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
372,372,372,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
373,373,373,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
374,374,374,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
375,375,375,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
376,376,376,answer highest place loc_2 state loc_1 place elevation_2 0,answer highest place loc_2 state loc_1 elevation_2 place 0,0,"[1, 2, 3, 4, 5, 6, 8, 7, 9]","(1) (2) (3) (4) (5) (6) (7, 8) (9)",1
377,377,377,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
378,378,378,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
379,379,379,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
380,380,380,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
381,381,381,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
382,382,382,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
383,383,383,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
384,384,384,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
385,385,385,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
386,386,386,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
387,387,387,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
388,388,388,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
389,389,389,answer highest place loc_2 smallest state(all),answer highest place loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
390,390,390,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
391,391,391,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
392,392,392,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
393,393,393,answer highest place loc_2 most state traverse_1 river(all),answer highest place loc_2 traverse_1 state most river(all),0,"[1, 2, 3, 4, 7, 6, 5, 8]","(1) (2) (3) (4) (5, 7) (6) (8)",1
394,394,394,answer highest place loc_2 smallest_one population_1 state(all),answer highest place loc_2 state(all) smallest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2
395,395,395,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
396,396,396,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
397,397,397,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
398,398,398,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
399,399,399,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
400,400,400,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
401,401,401,answer highest place loc_2 largest_one area_1 state(all),answer highest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2
402,402,402,answer highest place loc_2 smallest_one density_1 state(all),answer highest place loc_2 state(all) smallest_one density_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2
403,403,403,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
404,404,404,answer largest capital(all),answer largest capital(all),1,"[1, 2, 3]",(1) (2) (3),0
405,405,405,answer largest capital city loc_2 countryid(country_name),answer largest capital city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
406,406,406,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
407,407,407,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
408,408,408,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
409,409,409,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
410,410,410,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one city loc_2 stateid(state_name) population_1,0,"[1, 2, 4, 5, 6, 3]","(1) (2) (3, 4, 5, 6)",3
411,411,411,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
412,412,412,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
413,413,413,answer largest city loc_2 smallest state traverse_1 riverid(river_name),answer largest city loc_2 smallest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
414,414,414,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
415,415,415,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
416,416,416,answer largest city loc_2 smallest state loc_2 countryid(country_name),answer largest city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
417,417,417,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
418,418,418,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
419,419,419,answer largest state traverse_1 riverid(river_name),answer largest state riverid(river_name) traverse_1,0,"[1, 2, 3, 5, 4]","(1) (2) (3) (4, 5)",1
420,420,420,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
421,421,421,answer largest state(all),answer largest state(all),1,"[1, 2, 3]",(1) (2) (3),0
422,422,422,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
423,423,423,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
424,424,424,answer largest_one population_1 capital_1 state(all),answer largest_one state(all) capital_1 population_1,0,"[1, 2, 5, 4, 3]","(1) (2) (3, 5) (4)",1
425,425,425,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
426,426,426,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
427,427,427,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
428,428,428,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
429,429,429,answer largest state next_to_2 largest_one population_1 state(all),answer largest state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2
430,430,430,answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0
431,431,431,answer largest state traverse_1 riverid(river_name),answer largest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
432,432,432,answer smallest_one population_1 state(all),answer smallest_one population_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
433,433,433,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0
434,434,434,"answer len intersection riverid(colorado', river loc_2 stateid(state_name)",answer len intersection riverid(river_name) river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
435,435,435,answer len longest river loc_2 countryid(country_name),answer len longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
436,436,436,answer len longest river traverse_2 stateid(state_name),answer len longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
437,437,437,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0
438,438,438,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
439,439,439,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
440,440,440,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
441,441,441,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
442,442,442,answer longest river(all),answer longest river(all),1,"[1, 2, 3]",(1) (2) (3),0
443,443,443,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
444,444,444,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
445,445,445,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
446,446,446,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
447,447,447,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
448,448,448,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
449,449,449,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
450,450,450,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
451,451,451,answer longest river loc_2 largest state(all),answer longest river loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
452,452,452,answer longest river loc_2 smallest state loc_2 countryid(country_name),answer longest river loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
453,453,453,answer longest river loc_2 state loc_1 highest place(all),answer longest river loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
454,454,454,answer longest river loc_2 most state loc_1 major city(all),answer longest river loc_2 state loc_1 most major city(all),0,"[1, 2, 3, 4, 6, 7, 5, 8, 9]","(1) (2) (3) (4) (5, 6, 7) (8) (9)",2
455,455,455,answer longest river loc_2 state next_to_2 stateid(state_name),answer longest river loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
456,456,456,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
457,457,457,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
458,458,458,answer longest exclude river(all) traverse_2 stateid(state_name),answer longest river(all) exclude traverse_2 stateid(state_name),0,"[1, 2, 4, 3, 5, 6]","(1) (2) (3, 4) (5) (6)",1
459,459,459,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
460,460,460,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
461,461,461,answer longest river traverse_2 state next_to_2 most state next_to_2 state(all),answer longest river traverse_2 state next_to_2 state next_to_2 most state(all),0,"[1, 2, 3, 4, 5, 6, 8, 9, 7, 10]","(1) (2) (3) (4) (5) (6) (7, 8, 9) (10)",2
462,462,462,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
463,463,463,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
464,464,464,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
465,465,465,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
466,466,466,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
467,467,467,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
468,468,468,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
469,469,469,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
470,470,470,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
471,471,471,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
472,472,472,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
473,473,473,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
474,474,474,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
475,475,475,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
476,476,476,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
477,477,477,answer lowest place loc_2 state traverse_1 riverid(river_name),answer lowest place loc_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
478,478,478,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
479,479,479,answer lowest place loc_2 largest_one area_1 state(all),answer lowest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]","(1) (2) (3) (4) (5, 7, 6)",2
480,480,480,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
481,481,481,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
482,482,482,"answer highest place loc_2 cityid(city_name, _)","answer highest place loc_2 cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
483,483,483,answer largest_one density_1 state loc_2 countryid(country_name),answer largest_one density_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
484,484,484,answer largest_one population_1 capital loc_2 countryid(country_name),answer largest_one population_1 capital loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
485,485,485,answer largest_one population_1 state next_to_2 stateid(state_name),answer largest_one population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
486,486,486,answer largest_one population_1 city(all),answer largest_one population_1 city(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
487,487,487,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
488,488,488,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
489,489,489,answer largest_one population_1 state(all),answer largest_one population_1 state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
490,490,490,answer largest_one population_1 state loc_2 countryid(country_name),answer largest_one population_1 state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
491,491,491,answer largest_one population_1 state traverse_1 riverid(river_name),answer largest_one population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
492,492,492,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
493,493,493,answer count state next_to_2 stateid(state_name),answer count next_to_2 state stateid(state_name),0,"[1, 2, 4, 3, 5]","(1) (2) (3, 4) (5)",1
494,494,494,"answer density_1 state loc_1 capital cityid(city_name, _)","answer density_1 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
495,495,495,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
496,496,496,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
497,497,497,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
498,498,498,answer density_1 largest state(all),answer density_1 largest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
499,499,499,answer density_1 smallest state(all),answer density_1 smallest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
500,500,500,answer density_1 smallest_one area_1 state(all),answer density_1 state(all) smallest_one area_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2
501,501,501,answer density_1 smallest_one population_1 state(all),answer density_1 state(all) smallest_one population_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2
502,502,502,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
503,503,503,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
504,504,504,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
505,505,505,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
506,506,506,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
507,507,507,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
508,508,508,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
509,509,509,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
510,510,510,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
511,511,511,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
512,512,512,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
513,513,513,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
514,514,514,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
515,515,515,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
516,516,516,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
517,517,517,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
518,518,518,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
519,519,519,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
520,520,520,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
521,521,521,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
522,522,522,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
523,523,523,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
524,524,524,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
525,525,525,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
526,526,526,"answer population_1 city cityid(city_name, _)","answer population_1 cityid(city_name, _) city",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
527,527,527,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
528,528,528,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
529,529,529,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
530,530,530,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
531,531,531,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
532,532,532,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
533,533,533,"answer population_1 cityid(seattle, wa","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
534,534,534,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
535,535,535,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
